ORDERNUMBER;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;SALES;ORDERDATE;STATUS;QTR_ID;MONTH_ID;YEAR_ID;PRODUCTLINE;MSRP;PRODUCTCODE;CUSTOMERNAME;PHONE;ADDRESSLINE1;ADDRESSLINE2;CITY;STATE;POSTALCODE;COUNTRY;TERRITORY;CONTACTLASTNAME;CONTACTFIRSTNAME;DEALSIZE;REVENUE;MONTH
10281;31,0;55,19;3,0;1710,89;2004-08-19;Shipped;3,0;8,0;2004,0;Trucks and Buses;54,0;S32_2509;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;USA;;Yu;Kyung;Small;1710,8899999999999;8
10292;50,0;46,53;10,0;2326,5;2004-09-08;Shipped;3,0;9,0;2004,0;Trucks and Buses;54,0;S32_2509;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;USA;;Yu;Kwai;Small;2326,5;9
10305;40,0;57,9;7,0;2316,0;2004-10-13;Shipped;4,0;10,0;2004,0;Trucks and Buses;54,0;S32_2509;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;USA;;Hernandez;Marta;Small;2316,0;10
10313;38,0;45,45;1,0;1727,1;2004-10-22;Shipped;4,0;10,0;2004,0;Trucks and Buses;54,0;S32_2509;Canadian Gift Exchange Network;(604) 555-3392;1900 Oak St.;;Vancouver;BC;V3F 2K1;Canada;;Tannamuri;Yoshi;Small;1727,1000000000001;10
10325;38,0;100,0;3,0;8844,12;2004-11-05;Shipped;4,0;11,0;2004,0;Trucks and Buses;54,0;S32_2509;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Large;3800,0;11
10335;40,0;60,6;3,0;2424,0;2004-11-19;Shipped;4,0;11,0;2004,0;Trucks and Buses;54,0;S32_2509;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;2424,0;11
10349;33,0;46,53;1,0;1535,49;2004-12-01;Shipped;4,0;12,0;2004,0;Trucks and Buses;54,0;S32_2509;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;;Young;Jeff;Small;1535,49;12
10359;36,0;100,0;3,0;6358,68;2004-12-15;Shipped;4,0;12,0;2004,0;Trucks and Buses;54,0;S32_2509;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Medium;3600,0;12
10371;20,0;66,47;2,0;1329,4;2005-01-23;Shipped;1,0;1,0;2005,0;Trucks and Buses;54,0;S32_2509;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;1329,4;1
10127;29,0;70,84;6,0;2054,36;2003-06-03;Shipped;2,0;6,0;2003,0;Trains;62,0;S32_3207;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;;Young;Jeff;Small;2054,36;6
10142;42,0;74,57;16,0;3131,94;2003-08-08;Shipped;3,0;8,0;2003,0;Trains;62,0;S32_3207;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;3131,9399999999996;8
10176;22,0;64,0;6,0;1408,0;2003-11-06;Shipped;4,0;11,0;2003,0;Trains;62,0;S32_3207;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Small;1408,0;11
10195;33,0;54,68;1,0;1804,44;2003-11-25;Shipped;4,0;11,0;2003,0;Trains;62,0;S32_3207;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;USA;;Frick;Steve;Small;1804,44;11
10207;45,0;56,55;2,0;2544,75;2003-12-09;Shipped;4,0;12,0;2003,0;Trains;62,0;S32_3207;Diecast Collectables;6175552555;6251 Ingle Ln.;;Boston;MA;51003;USA;;Franco;Valarie;Small;2544,75;12
10272;45,0;64,63;6,0;2908,35;2004-07-20;Shipped;3,0;7,0;2004,0;Trains;62,0;S32_3207;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;USA;;Yu;Kyung;Small;2908,35;7
10282;36,0;59,65;9,0;2147,4;2004-08-20;Shipped;3,0;8,0;2004,0;Trains;62,0;S32_3207;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;2147,4;8
10292;31,0;67,73;3,0;2099,63;2004-09-08;Shipped;3,0;9,0;2004,0;Trains;62,0;S32_3207;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;USA;;Yu;Kwai;Small;2099,63;9
10314;35,0;66,49;9,0;2327,15;2004-10-22;Shipped;4,0;10,0;2004,0;Trains;62,0;S32_3207;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Small;2327,1499999999996;10
10325;28,0;100,0;2,0;5377,4;2004-11-05;Shipped;4,0;11,0;2004,0;Trains;62,0;S32_3207;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Medium;2800,0;11
10359;22,0;100,0;1,0;4301,22;2004-12-15;Shipped;4,0;12,0;2004,0;Trains;62,0;S32_3207;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Medium;2200,0;12
10371;30,0;99,55;11,0;2986,5;2005-01-23;Shipped;1,0;1,0;2005,0;Trains;62,0;S32_3207;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;2986,5;1
10413;24,0;49,71;6,0;1193,04;2005-05-05;Shipped;2,0;5,0;2005,0;Trains;62,0;S32_3207;Gift Depot Inc.;2035552570;25593 South Bay Ln.;;Bridgewater;CT;97562;USA;;King;Julie;Small;1193,04;5
10103;45,0;75,63;7,0;3403,35;2003-01-29;Shipped;1,0;1,0;2003,0;Trucks and Buses;64,0;S32_3522;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Medium;3403,35;1
10113;23,0;68,52;1,0;1575,96;2003-03-26;Shipped;1,0;3,0;2003,0;Trucks and Buses;64,0;S32_3522;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;1575,9599999999998;3
10140;28,0;60,76;7,0;1701,28;2003-07-24;Shipped;3,0;7,0;2003,0;Trucks and Buses;64,0;S32_3522;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;;Hirano;Juri;Small;1701,28;7
10164;49,0;54,94;5,0;2692,06;2003-10-21;Resolved;4,0;10,0;2003,0;Trucks and Buses;64,0;S32_3522;Mini Auto Werke;7675-3555;Kirchgasse 6;;Graz;;8010;Austria;EMEA;Mendel;Roland;Small;2692,06;10
10206;36,0;58,82;2,0;2117,52;2003-12-05;Shipped;4,0;12,0;2003,0;Trucks and Buses;64,0;S32_3522;Canadian Gift Exchange Network;(604) 555-3392;1900 Oak St.;;Vancouver;BC;V3F 2K1;Canada;;Tannamuri;Yoshi;Small;2117,52;12
10217;39,0;62,05;7,0;2419,95;2004-02-04;Shipped;1,0;2,0;2004,0;Trucks and Buses;64,0;S32_3522;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Small;2419,95;2
10229;30,0;73,04;12,0;2191,2;2004-03-11;Shipped;1,0;3,0;2004,0;Trucks and Buses;64,0;S32_3522;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;2191,2000000000003;3
10245;44,0;69,16;5,0;3043,04;2004-05-04;Shipped;2,0;5,0;2004,0;Trucks and Buses;64,0;S32_3522;Super Scale Inc.;2035559545;567 North Pendale Street;;New Haven;CT;97823;USA;;Murphy;Leslie;Medium;3043,04;5
10281;36,0;77,57;12,0;2792,52;2004-08-19;Shipped;3,0;8,0;2004,0;Trucks and Buses;64,0;S32_3522;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;USA;;Yu;Kyung;Small;2792,5199999999995;8
10291;32,0;71,75;7,0;2296,0;2004-09-08;Shipped;3,0;9,0;2004,0;Trucks and Buses;64,0;S32_3522;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Small;2296,0;9
10313;34,0;56,24;10,0;1912,16;2004-10-22;Shipped;4,0;10,0;2004,0;Trucks and Buses;64,0;S32_3522;Canadian Gift Exchange Network;(604) 555-3392;1900 Oak St.;;Vancouver;BC;V3F 2K1;Canada;;Tannamuri;Yoshi;Small;1912,16;10
10324;48,0;100,0;4,0;8209,44;2004-11-05;Shipped;4,0;11,0;2004,0;Trucks and Buses;64,0;S32_3522;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;USA;;Frick;Michael;Large;4800,0;11
10333;33,0;73,69;4,0;2431,77;2004-11-18;Shipped;4,0;11,0;2004,0;Trucks and Buses;64,0;S32_3522;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;USA;;Murphy;Julie;Small;2431,77;11
10382;48,0;100,0;8,0;6799,68;2005-02-17;Shipped;1,0;2,0;2005,0;Trucks and Buses;64,0;S32_3522;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;4800,0;2
10411;27,0;69,16;5,0;1867,32;2005-05-01;Shipped;2,0;5,0;2005,0;Trucks and Buses;64,0;S32_3522;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canada;;Fresnisre;Jean;Small;1867,32;5
10106;33,0;72,92;5,0;2406,36;2003-02-17;Shipped;1,0;2,0;2003,0;Vintage Cars;68,0;S32_4289;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Small;2406,36;2
10168;31,0;73,61;12,0;2281,91;2003-10-28;Shipped;4,0;10,0;2003,0;Vintage Cars;68,0;S32_4289;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;;Hirano;Juri;Small;2281,91;10
10250;50,0;61,22;7,0;3061,0;2004-05-11;Shipped;2,0;5,0;2004,0;Vintage Cars;68,0;S32_4289;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;;Frick;Sue;Medium;3061,0;5
10308;46,0;66,04;10,0;3037,84;2004-10-15;Shipped;4,0;10,0;2004,0;Vintage Cars;68,0;S32_4289;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;USA;;Frick;Steve;Medium;3037,84;10
10316;24,0;59,16;2,0;1419,84;2004-11-01;Shipped;4,0;11,0;2004,0;Vintage Cars;68,0;S32_4289;giftsbymail.co.uk;(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;PO31 7PJ;UK;EMEA;Bennett;Helen;Small;1419,84;11
10328;24,0;81,17;5,0;1948,08;2004-11-12;Shipped;4,0;11,0;2004,0;Vintage Cars;68,0;S32_4289;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Small;1948,08;11
10353;40,0;44,51;7,0;1780,4;2004-12-04;Shipped;4,0;12,0;2004,0;Vintage Cars;68,0;S32_4289;Gift Ideas Corp.;2035554407;2440 Pompton St.;;Glendale;CT;97561;USA;;Lewis;Dan;Small;1780,3999999999999;12
10388;35,0;100,0;8,0;3918,95;2005-03-03;Shipped;1,0;3,0;2005,0;Vintage Cars;68,0;S32_4289;FunGiftIdeas.com;5085552555;1785 First Street;;New Bedford;MA;50553;USA;;Benitez;Violeta;Medium;3500,0;3
10398;22,0;67,41;4,0;1483,02;2005-03-30;Shipped;1,0;3,0;2005,0;Vintage Cars;68,0;S32_4289;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Small;1483,02;3
10401;62,0;77,73;6,0;4819,26;2005-04-03;On Hold;2,0;4,0;2005,0;Vintage Cars;68,0;S32_4289;Tekni Collectables Inc.;2015559350;7476 Moss Rd.;;Newark;NJ;94019;USA;;Brown;William;Medium;4819,26;4
10416;26,0;61,22;7,0;1591,72;2005-05-10;Shipped;2,0;5,0;2005,0;Vintage Cars;68,0;S32_4289;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Small;1591,72;5
10108;31,0;100,0;16,0;3669,78;2003-03-03;Shipped;1,0;3,0;2003,0;Motorcycles;102,0;S32_4485;Cruz & Sons Co.;+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;1227 MM;Philippines;Japan;Cruz;Arnold;Medium;3100,0;3
10121;25,0;86,74;3,0;2168,5;2003-05-07;Shipped;2,0;5,0;2003,0;Motorcycles;102,0;S32_4485;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Small;2168,5;5
10135;30,0;89,8;17,0;2694,0;2003-07-02;Shipped;3,0;7,0;2003,0;Motorcycles;102,0;S32_4485;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;2694,0;7
10145;27,0;100,0;4,0;3251,34;2003-08-25;Shipped;3,0;8,0;2003,0;Motorcycles;102,0;S32_4485;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;USA;;Young;Julie;Medium;2700,0;8
10159;23,0;100,0;12,0;2347,15;2003-10-10;Shipped;4,0;10,0;2003,0;Motorcycles;102,0;S32_4485;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;;Brown;Julie;Small;2300,0;10
10237;27,0;100,0;5,0;3113,64;2004-04-05;Shipped;2,0;4,0;2004,0;Motorcycles;102,0;S32_4485;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;USA;;Frick;Michael;Medium;2700,0;4
10264;34,0;97,97;7,0;3330,98;2004-06-30;Shipped;2,0;6,0;2004,0;Motorcycles;102,0;S32_4485;Gifts4AllAges.com;6175559555;8616 Spinnaker Dr.;;Boston;MA;51003;USA;;Yoshido;Juri;Medium;3330,98;6
10276;38,0;100,0;13,0;4304,64;2004-08-02;Shipped;3,0;8,0;2004,0;Motorcycles;102,0;S32_4485;Online Mini Collectables;6175557555;7635 Spinnaker Dr.;;Brickhaven;MA;58339;USA;;Barajas;Miguel;Medium;3800,0;8
10285;26,0;100,0;4,0;2600,26;2004-08-27;Shipped;3,0;8,0;2004,0;Motorcycles;102,0;S32_4485;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;USA;;Hernandez;Marta;Small;2600,0;8
10309;50,0;84,7;3,0;4235,0;2004-10-15;Shipped;4,0;10,0;2004,0;Motorcycles;102,0;S32_4485;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Medium;4235,0;10
10319;22,0;100,0;8,0;2626,8;2004-11-03;Shipped;4,0;11,0;2004,0;Motorcycles;102,0;S32_4485;Microscale Inc.;2125551957;5290 North Pendale Street;Suite 200;NYC;NY;10022;USA;;Kuo;Kee;Small;2200,0;11
10331;32,0;100,0;4,0;5026,56;2004-11-17;Shipped;4,0;11,0;2004,0;Motorcycles;102,0;S32_4485;Motor Mint Distributors Inc.;2155559857;11328 Douglas Av.;;Philadelphia;PA;71270;USA;;Hernandez;Rosa;Medium;3200,0;11
10341;31,0;71,02;4,0;2201,62;2004-11-24;Shipped;4,0;11,0;2004,0;Motorcycles;102,0;S32_4485;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Small;2201,62;11
10365;22,0;100,0;3,0;3425,18;2005-01-07;Shipped;1,0;1,0;2005,0;Motorcycles;102,0;S32_4485;Mini Creations Ltd.;5085559555;4575 Hillside Dr.;;New Bedford;MA;50553;USA;;Tam;Wing C;Medium;2200,0;1
10390;45,0;48,98;12,0;2204,1;2005-03-04;Shipped;1,0;3,0;2005,0;Motorcycles;102,0;S32_4485;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;2204,1;3
10106;39,0;40,15;6,0;1565,85;2003-02-17;Shipped;1,0;2,0;2003,0;Vintage Cars;43,0;S50_1341;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Small;1565,85;2
10143;34,0;36,66;1,0;1246,44;2003-08-10;Shipped;3,0;8,0;2003,0;Vintage Cars;43,0;S50_1341;Mini Creations Ltd.;5085559555;4575 Hillside Dr.;;New Bedford;MA;50553;USA;;Tam;Wing C;Small;1246,4399999999998;8
10168;48,0;51,93;13,0;2492,64;2003-10-28;Shipped;4,0;10,0;2003,0;Vintage Cars;43,0;S50_1341;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;;Hirano;Juri;Small;2492,64;10
10199;29,0;38,4;1,0;1113,6;2003-12-01;Shipped;4,0;12,0;2003,0;Vintage Cars;43,0;S50_1341;West Coast Collectables Co.;3105553722;3675 Furth Circle;;Burbank;CA;94019;USA;;Thompson;Steve;Small;1113,6;12
10250;36,0;51,93;8,0;1869,48;2004-05-11;Shipped;2,0;5,0;2004,0;Vintage Cars;43,0;S50_1341;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;;Frick;Sue;Small;1869,48;5
10308;47,0;43,64;11,0;2051,08;2004-10-15;Shipped;4,0;10,0;2004,0;Vintage Cars;43,0;S50_1341;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;USA;;Frick;Steve;Small;2051,08;10
10316;34,0;47,57;3,0;1617,38;2004-11-01;Shipped;4,0;11,0;2004,0;Vintage Cars;43,0;S50_1341;giftsbymail.co.uk;(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;PO31 7PJ;UK;EMEA;Bennett;Helen;Small;1617,38;11
10328;34,0;51,93;7,0;1765,62;2004-11-12;Shipped;4,0;11,0;2004,0;Vintage Cars;43,0;S50_1341;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Small;1765,62;11
10353;40,0;82,21;8,0;3288,4;2004-12-04;Shipped;4,0;12,0;2004,0;Vintage Cars;43,0;S50_1341;Gift Ideas Corp.;2035554407;2440 Pompton St.;;Glendale;CT;97561;USA;;Lewis;Dan;Medium;3288,3999999999996;12
10388;27,0;100,0;1,0;3211,38;2005-03-03;Shipped;1,0;3,0;2005,0;Vintage Cars;43,0;S50_1341;FunGiftIdeas.com;5085552555;1785 First Street;;New Bedford;MA;50553;USA;;Benitez;Violeta;Medium;2700,0;3
10398;49,0;36,66;5,0;1796,34;2005-03-30;Shipped;1,0;3,0;2005,0;Vintage Cars;43,0;S50_1341;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Small;1796,34;3
10401;56,0;35,35;7,0;1979,6;2005-04-03;On Hold;2,0;4,0;2005,0;Vintage Cars;43,0;S50_1341;Tekni Collectables Inc.;2015559350;7476 Moss Rd.;;Newark;NJ;94019;USA;;Brown;William;Small;1979,6000000000001;4
10416;37,0;51,93;8,0;1921,41;2005-05-10;Shipped;2,0;5,0;2005,0;Vintage Cars;43,0;S50_1341;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Small;1921,41;5
10115;27,0;100,0;3,0;2843,91;2003-04-04;Shipped;2,0;4,0;2003,0;Trucks and Buses;115,0;S50_1392;Classic Legends Inc.;2125558493;5905 Pompton St.;Suite 750;NYC;NY;10022;USA;;Hernandez;Maria;Small;2700,0;4
10127;46,0;100,0;9,0;6176,42;2003-06-03;Shipped;2,0;6,0;2003,0;Trucks and Buses;115,0;S50_1392;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;;Young;Jeff;Medium;4600,0;6
10176;23,0;100,0;9,0;3114,89;2003-11-06;Shipped;4,0;11,0;2003,0;Trucks and Buses;115,0;S50_1392;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Medium;2300,0;11
10195;49,0;100,0;4,0;5161,17;2003-11-25;Shipped;4,0;11,0;2003,0;Trucks and Buses;115,0;S50_1392;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;USA;;Frick;Steve;Medium;4900,0;11
10207;28,0;94,92;5,0;2657,76;2003-12-09;Shipped;4,0;12,0;2003,0;Trucks and Buses;115,0;S50_1392;Diecast Collectables;6175552555;6251 Ingle Ln.;;Boston;MA;51003;USA;;Franco;Valarie;Small;2657,76;12
10259;29,0;100,0;2,0;3054,57;2004-06-15;Shipped;2,0;6,0;2004,0;Trucks and Buses;115,0;S50_1392;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Medium;2900,0;6
10271;34,0;98,39;3,0;3345,26;2004-07-20;Shipped;3,0;7,0;2004,0;Trucks and Buses;115,0;S50_1392;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;3345,26;7
10282;38,0;100,0;12,0;4310,72;2004-08-20;Shipped;3,0;8,0;2004,0;Trucks and Buses;115,0;S50_1392;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;3800,0;8
10292;41,0;100,0;6,0;4983,14;2004-09-08;Shipped;3,0;9,0;2004,0;Trucks and Buses;115,0;S50_1392;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;USA;;Yu;Kwai;Medium;4100,0;9
10305;42,0;100,0;3,0;4618,32;2004-10-13;Shipped;4,0;10,0;2004,0;Trucks and Buses;115,0;S50_1392;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;USA;;Hernandez;Marta;Medium;4200,0;10
10314;28,0;100,0;12,0;3403,12;2004-10-22;Shipped;4,0;10,0;2004,0;Trucks and Buses;115,0;S50_1392;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Medium;2800,0;10
10325;38,0;100,0;4,0;5190,42;2004-11-05;Shipped;4,0;11,0;2004,0;Trucks and Buses;115,0;S50_1392;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Medium;3800,0;11
10359;46,0;100,0;2,0;4896,7;2004-12-15;Shipped;4,0;12,0;2004,0;Trucks and Buses;115,0;S50_1392;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Medium;4600,0;12
10371;48,0;56,55;10,0;2714,4;2005-01-23;Shipped;1,0;1,0;2005,0;Trucks and Buses;115,0;S50_1392;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;2714,3999999999996;1
10395;46,0;100,0;4,0;5692,96;2005-03-17;Shipped;1,0;3,0;2005,0;Trucks and Buses;115,0;S50_1392;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;France;EMEA;Da Cunha;Daniel;Medium;4600,0;3
10127;46,0;69,12;4,0;3179,52;2003-06-03;Shipped;2,0;6,0;2003,0;Trains;58,0;S50_1514;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;;Young;Jeff;Medium;3179,5200000000004;6
10142;42,0;49,79;14,0;2091,18;2003-08-08;Shipped;3,0;8,0;2003,0;Trains;58,0;S50_1514;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;2091,18;8
10176;38,0;64,44;4,0;2448,72;2003-11-06;Shipped;4,0;11,0;2003,0;Trains;58,0;S50_1514;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Small;2448,72;11
10185;20,0;48,62;15,0;972,4;2003-11-14;Shipped;4,0;11,0;2003,0;Trains;58,0;S50_1514;Mini Creations Ltd.;5085559555;4575 Hillside Dr.;;New Bedford;MA;50553;USA;;Tam;Wing C;Small;972,4;11
10196;46,0;62,09;7,0;2856,14;2003-11-26;Shipped;4,0;11,0;2003,0;Trains;58,0;S50_1514;Super Scale Inc.;2035559545;567 North Pendale Street;;New Haven;CT;97823;USA;;Murphy;Leslie;Small;2856,1400000000003;11
10272;43,0;56,82;4,0;2443,26;2004-07-20;Shipped;3,0;7,0;2004,0;Trains;58,0;S50_1514;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;USA;;Yu;Kyung;Small;2443,26;7
10282;37,0;66,78;7,0;2470,86;2004-08-20;Shipped;3,0;8,0;2004,0;Trains;58,0;S50_1514;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;2470,86;8
10292;35,0;55,07;1,0;1927,45;2004-09-08;Shipped;3,0;9,0;2004,0;Trains;58,0;S50_1514;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;USA;;Yu;Kwai;Small;1927,45;9
10314;38,0;61,51;7,0;2337,38;2004-10-22;Shipped;4,0;10,0;2004,0;Trains;58,0;S50_1514;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Small;2337,38;10
10325;44,0;100,0;7,0;5932,96;2004-11-05;Shipped;4,0;11,0;2004,0;Trains;58,0;S50_1514;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Medium;4400,0;11
10337;21,0;100,0;6,0;2296,77;2004-11-21;Shipped;4,0;11,0;2004,0;Trains;58,0;S50_1514;Classic Legends Inc.;2125558493;5905 Pompton St.;Suite 750;NYC;NY;10022;USA;;Hernandez;Maria;Small;2100,0;11
10359;25,0;64,93;4,0;1623,25;2004-12-15;Shipped;4,0;12,0;2004,0;Trains;58,0;S50_1514;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Small;1623,2500000000002;12
10395;45,0;100,0;3,0;8977,05;2005-03-17;Shipped;1,0;3,0;2005,0;Trains;58,0;S50_1514;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;France;EMEA;Da Cunha;Daniel;Large;4500,0;3
10413;51,0;63,85;4,0;3256,35;2005-05-05;Shipped;2,0;5,0;2005,0;Trains;58,0;S50_1514;Gift Depot Inc.;2035552570;25593 South Bay Ln.;;Bridgewater;CT;97562;USA;;King;Julie;Medium;3256,35;5
